Chr	Start	End	Target	Score	IM_PET
chr2R	19177896	19179896	FBgn0063496	0.93	0
chr2R	19177896	19179896	cer	0.93	0
chr2R	19177896	19179896	FBgn0043532	0.94	0
chr2R	19226363	19228363	FBgn0034326	0.961	0
chr2R	19226363	19228363	FBgn0262838	0.965	0
chr2R	19226363	19228363	FBgn0063496	0.962	0
chr2R	19226383	19228383	FBgn0034326	0.961	0
chr2R	19226383	19228383	FBgn0262838	0.965	0
chr2R	19226383	19228383	FBgn0063496	0.962	0
chr2R	19226699	19228699	FBgn0034326	0.964	0
chr2R	19226699	19228699	FBgn0262838	0.965	0
chr2R	19226699	19228699	FBgn0063496	0.962	0
chr2R	19254040	19256040	FBgn0034326	0.963	0
chr2R	19254040	19256040	FBgn0063496	0.964	0
chr2R	19254040	19256040	CG33454	0.993	0
chr2R	19254402	19256402	FBgn0034326	0.963	0
chr2R	19254402	19256402	FBgn0063496	0.964	0
chr2R	19254402	19256402	FBgn0034485	0.956	0
chr2R	19256638	19258638	FBgn0034326	0.965	0
chr2R	19256638	19258638	FBgn0063496	0.964	0
chr2R	19256638	19258638	FBgn0053453	0.97	0
chr2R	19256779	19258779	FBgn0034326	0.965	0
chr2R	19256779	19258779	FBgn0063496	0.964	0
chr2R	19256779	19258779	FBgn0034485	0.958	0
chr2R	19257334	19259334	FBgn0034326	0.965	0
chr2R	19257334	19259334	FBgn0063496	0.964	0
chr2R	19257334	19259334	FBgn0034485	0.962	0
chr2R	19257484	19259484	FBgn0034326	0.965	0
chr2R	19257484	19259484	FBgn0063496	0.964	0
chr2R	19257484	19259484	FBgn0034485	0.962	0
chr2R	19258234	19260234	FBgn0034326	0.965	0
chr2R	19258234	19260234	FBgn0063496	0.964	0
chr2R	19258234	19260234	FBgn0034485	0.962	0
chr2R	19291603	19293603	FBgn0034365	0.979	0
chr2R	19291603	19293603	FBgn0034485	0.964	0
chr2R	19291603	19293603	Ate1	0.964	0
chr2R	19304170	19306170	FBgn0034365	0.983	0
chr2R	19304170	19306170	FBgn0262595	0.978	0
chr2R	19304170	19306170	CG13869	0.973	0
chr2R	19304502	19306502	FBgn0034365	0.983	0
chr2R	19304502	19306502	FBgn0262595	0.978	0
chr2R	19304502	19306502	CG13869	0.973	0
chr2R	19304597	19306597	FBgn0034365	0.983	0
chr2R	19304597	19306597	FBgn0262595	0.978	0
chr2R	19304597	19306597	CG13869	0.973	0
chr2R	19389470	19391470	FBgn0034485	0.965	0
chr2R	19389470	19391470	CG13869	0.964	0
chr2R	19389470	19391470	CG9864	0.96	0
chr2R	19389559	19391559	FBgn0034485	0.965	0
chr2R	19389559	19391559	CG13869	0.964	0
chr2R	19389559	19391559	CG9864	0.96	0
chr2R	19394356	19396356	FBgn0034485	0.965	0
chr2R	19394356	19396356	CG13869	0.964	0
chr2R	19394356	19396356	CG9864	0.96	0
chr2R	19394356	19396356	Ate1	0.96	0
chr2R	19395798	19397798	FBgn0034485	0.964	0
chr2R	19395798	19397798	CG13869	0.964	0
chr2R	19395798	19397798	CG9864	0.96	0
chr2R	19395798	19397798	Ate1	0.96	0
chr2R	19424173	19426173	FBgn0034485	0.947	0
chr2R	19424173	19426173	CG13869	0.947	0
chr2R	19424173	19426173	CG9864	0.958	0
chr2R	19424173	19426173	Ate1	0.957	0
chr2R	19424424	19426424	FBgn0034485	0.947	0
chr2R	19424424	19426424	CG13869	0.947	0
chr2R	19424424	19426424	CG9864	0.958	0
chr2R	19424424	19426424	Ate1	0.957	0
chr2R	19424596	19426596	CG13869	0.947	0
chr2R	19424596	19426596	CG9864	0.958	0
chr2R	19424596	19426596	Ate1	0.957	0
chr2R	19445327	19447327	FBgn0034365	0.961	0
chr2R	19445327	19447327	CalpA	0.956	0
chr2R	19445327	19447327	RpL11	0.971	0
chr2R	19447998	19449998	FBgn0034365	0.961	0
chr2R	19447998	19449998	FBgn0262595	0.944	0
chr2R	19447998	19449998	FBgn0034387	0.944	0
chr2R	19447998	19449998	MFS15	0.951	0
chr2R	19450591	19452591	FBgn0034365	0.96	0
chr2R	19450591	19452591	FBgn0262595	0.951	0
chr2R	19450591	19452591	MFS15	0.951	0
chr2R	19451540	19453540	FBgn0034365	0.96	0
chr2R	19451540	19453540	FBgn0262595	0.952	0
chr2R	19451540	19453540	MFS15	0.96	0
chr2R	19452011	19454011	FBgn0034365	0.96	0
chr2R	19452011	19454011	FBgn0262595	0.952	0
chr2R	19452011	19454011	MFS15	0.96	0
chr2R	19452082	19454082	FBgn0034365	0.96	0
chr2R	19452082	19454082	FBgn0262595	0.952	0
chr2R	19452082	19454082	MFS15	0.96	0
chr2R	19455175	19457175	FBgn0034365	0.961	0
chr2R	19455175	19457175	FBgn0262595	0.952	0
chr2R	19455175	19457175	MFS15	0.961	0
chr2R	19455496	19457496	FBgn0034365	0.961	0
chr2R	19455496	19457496	FBgn0262595	0.952	0
chr2R	19455496	19457496	MFS15	0.961	0
chr2R	19491474	19493474	Sec6	0.949	0
chr2R	19491474	19493474	CG44435	0.945	0
chr2R	19491474	19493474	FBgn0034481	0.95	0
chr2R	19629997	19631997	CG15107	0.973	0
chr2R	19629997	19631997	FBgn0261807	0.976	0
chr2R	19629997	19631997	FBgn0034461	0.982	0
chr2R	19630016	19632016	CG15107	0.973	0
chr2R	19630016	19632016	FBgn0261807	0.973	0
chr2R	19630016	19632016	FBgn0034461	0.982	0
chr2R	19630462	19632462	Sik3	0.969	0
chr2R	19630462	19632462	CG15107	0.974	0
chr2R	19630462	19632462	FBgn0261807	0.985	0
chr2R	19663108	19665108	FBgn0034381	0.973	0
chr2R	19663108	19665108	CG15107	0.983	0
chr2R	19663108	19665108	Hil	0.967	0
chr2R	19663335	19665335	FBgn0034381	0.973	0
chr2R	19663335	19665335	CG15107	0.983	0
chr2R	19663335	19665335	Hil	0.967	0
chr2R	19663675	19665675	FBgn0034381	0.973	0
chr2R	19663675	19665675	CG15107	0.983	0
chr2R	19663675	19665675	isopeptidase-T-3	0.997	0
chr2R	19663702	19665702	FBgn0034381	0.973	0
chr2R	19663702	19665702	CG15107	0.983	0
chr2R	19663702	19665702	isopeptidase-T-3	0.998	0
chr2R	19669525	19671525	FBgn0034381	0.972	0
chr2R	19669525	19671525	CG15107	0.983	0
chr2R	19669525	19671525	Hil	0.969	0
chr2R	19669641	19671641	FBgn0034381	0.972	0
chr2R	19669641	19671641	CG15107	0.983	0
chr2R	19669641	19671641	Hil	0.969	0
chr2R	19670230	19672230	FBgn0034381	0.972	0
chr2R	19670230	19672230	CG15107	0.983	0
chr2R	19670230	19672230	Hil	0.969	0
chr2R	19795678	19797678	CG15107	0.961	0
chr2R	19795678	19797678	FBgn0043534	0.978	0
chr2R	19795678	19797678	FBgn0034546	0.967	0
chr2R	20104897	20106897	CG11257	0.97	0
chr2R	20104897	20106897	SdhA	0.965	0
chr2R	20104897	20106897	FBgn0034548	0.977	0
chr2R	20105301	20107301	tbrd-2	0.962	0
chr2R	20105301	20107301	mei-W68	0.964	0
chr2R	20105301	20107301	18w	1	0
chr2R	20111293	20113293	hppy	0.975	0
chr2R	20111293	20113293	tbrd-2	0.958	0
chr2R	20111293	20113293	mei-W68	0.962	0
chr2R	20111551	20113551	hppy	0.974	0
chr2R	20111551	20113551	tbrd-2	0.958	0
chr2R	20111551	20113551	mei-W68	0.962	0
chr2R	20167887	20169887	par-1	0.968	0
chr2R	20167887	20169887	mei-W68	0.975	0
chr2R	20167887	20169887	CG11007	0.966	0
chr2R	20168049	20170049	par-1	0.968	0
chr2R	20168049	20170049	mei-W68	0.975	0
chr2R	20168049	20170049	CG11007	0.966	0
chr2R	20168467	20170467	par-1	0.968	0
chr2R	20168467	20170467	mei-W68	0.974	0
chr2R	20168467	20170467	CG11007	0.966	0
chr2R	20168604	20170604	par-1	0.968	0
chr2R	20168604	20170604	mei-W68	0.974	0
chr2R	20168604	20170604	CG11007	0.966	0
chr2R	20255906	20257906	FBgn0034483	0.963	0
chr2R	20255906	20257906	hbn	0.968	0
chr2R	20255906	20257906	ASPP	0.966	0
chr2R	20256213	20258213	FBgn0034483	0.967	0
chr2R	20256213	20258213	hbn	0.968	0
chr2R	20256213	20258213	ASPP	0.966	0
chr2R	20256379	20258379	FBgn0034483	0.967	0
chr2R	20256379	20258379	hbn	0.968	0
chr2R	20256379	20258379	ASPP	0.966	0
chr2R	20261856	20263856	FBgn0034499	0.965	0
chr2R	20261856	20263856	hbn	0.968	0
chr2R	20261856	20263856	ASPP	0.964	0
chr2R	20273652	20275652	FBgn0034499	0.995	0
chr2R	20273652	20275652	hbn	0.966	0
chr2R	20273652	20275652	ASPP	0.964	0
chr2R	20274127	20276127	betaTub56D	0.955	0
chr2R	20274127	20276127	hbn	0.966	0
chr2R	20274127	20276127	ASPP	0.964	0
chr2R	20274135	20276135	betaTub56D	0.955	0
chr2R	20274135	20276135	hbn	0.966	0
chr2R	20274135	20276135	ASPP	0.964	0
chr2R	20274188	20276188	betaTub56D	0.955	0
chr2R	20274188	20276188	hbn	0.966	0
chr2R	20274188	20276188	ASPP	0.964	0
chr2R	20286051	20288051	hbn	0.964	0
chr2R	20286051	20288051	ASPP	0.967	0
chr2R	20286051	20288051	FBgn0050391	0.961	0
chr2R	20307373	20309373	CG9143	0.969	0
chr2R	20307373	20309373	CG11200	0.985	0
chr2R	20307373	20309373	hng1	0.965	0
chr2R	20307755	20309755	CG9143	0.968	0
chr2R	20307755	20309755	FBgn0085228	0.976	0
chr2R	20307755	20309755	CG11200	0.98	0
chr2R	20310946	20312946	CG13871	0.978	0
chr2R	20310946	20312946	hng1	0.965	0
chr2R	20310946	20312946	FBgn0050391	0.963	0
chr2R	20311559	20313559	CG11257	0.96	0
chr2R	20311559	20313559	hng1	0.965	0
chr2R	20311559	20313559	FBgn0050391	0.963	0
chr2R	20536754	20538754	FBgn0034468	0.963	0
chr2R	20536754	20538754	Toll-7	0.975	0
chr2R	20536754	20538754	FBgn0050145	0.966	0
chr2R	20537445	20539445	FBgn0034468	0.963	0
chr2R	20537445	20539445	Toll-7	0.974	0
chr2R	20537445	20539445	FBgn0034511	0.966	0
chr2R	20537838	20539838	FBgn0034468	0.964	0
chr2R	20537838	20539838	Toll-7	0.971	0
chr2R	20537838	20539838	FBgn0034511	0.966	0
chr2R	20538235	20540235	FBgn0034468	0.964	0
chr2R	20538235	20540235	Toll-7	0.971	0
chr2R	20538235	20540235	CG13872	0.953	0
chr2R	20550643	20552643	Toll-7	0.968	0
chr2R	20550643	20552643	CG13872	0.961	0
chr2R	20550643	20552643	FBgn0050148	0.992	0
chr2R	20560821	20562821	Toll-7	0.957	0
chr2R	20560821	20562821	CG13872	0.964	0
chr2R	20560821	20562821	FBgn0034511	0.98	0
chr2R	20561315	20563315	FBgn0034468	0.947	0
chr2R	20561315	20563315	Toll-7	0.957	0
chr2R	20561315	20563315	CG13872	0.964	0
chr2R	20600108	20602108	CG13872	0.953	0
chr2R	20600108	20602108	FBgn0034478	0.963	0
chr2R	20600108	20602108	twz	0.965	0
chr2R	20601625	20603625	CG13872	0.951	0
chr2R	20601625	20603625	FBgn0034478	0.963	0
chr2R	20601625	20603625	twz	0.965	0
chr2R	20622346	20624346	FBgn0034478	0.977	0
chr2R	20622346	20624346	CG13436	0.981	0
chr2R	20622346	20624346	twz	0.974	0
chr2R	20622870	20624870	FBgn0034468	0.96	0
chr2R	20622870	20624870	FBgn0034478	0.977	0
chr2R	20622870	20624870	twz	0.974	0
chr2R	20639995	20641995	FBgn0034468	0.972	0
chr2R	20639995	20641995	FBgn0034478	0.98	0
chr2R	20639995	20641995	Lrt	0.972	0
chr2R	20640443	20642443	FBgn0034468	0.967	0
chr2R	20640443	20642443	FBgn0034478	0.98	0
chr2R	20640443	20642443	Lrt	0.985	0
chr2R	20642321	20644321	FBgn0034468	0.963	0
chr2R	20642321	20644321	FBgn0034478	0.98	0
chr2R	20642321	20644321	Lrt	0.991	0
chr2R	20976078	20978078	Ate1	0.969	0
chr2R	20976078	20978078	CG42497	0.97	0
chr2R	20976078	20978078	Ppcdc	0.967	0
chr2R	20993020	20995020	CG15651	0.963	0
chr2R	20993020	20995020	CG42497	0.98	0
chr2R	20993020	20995020	Ppcdc	0.977	0
chr2R	20993281	20995281	Rae1	0.961	0
chr2R	20993281	20995281	CG42497	0.98	0
chr2R	20993281	20995281	Ppcdc	0.977	0
chr2R	20994196	20996196	Rae1	0.961	0
chr2R	20994196	20996196	CG42497	0.98	0
chr2R	20994196	20996196	Ppcdc	0.977	0
chr2R	20994412	20996412	Rae1	0.961	0
chr2R	20994412	20996412	CG42497	0.98	0
chr2R	20994412	20996412	Ppcdc	0.977	0
chr2R	21008174	21010174	Rae1	0.949	0
chr2R	21008174	21010174	CG42497	0.978	0
chr2R	21008174	21010174	Ppcdc	0.977	0
chr2R	21008538	21010538	Rae1	0.949	0
chr2R	21008538	21010538	CG42497	0.978	0
chr2R	21008538	21010538	Ppcdc	0.975	0
chr2R	21010776	21012776	CG3295	0.976	0
chr2R	21010776	21012776	CG42497	0.978	0
chr2R	21010776	21012776	Ppcdc	0.975	0
chr2R	21015858	21017858	CG42497	0.978	0
chr2R	21015858	21017858	Ppcdc	0.975	0
chr2R	21015858	21017858	FBgn0034658	0.958	0
chr2R	21015976	21017976	CG42497	0.978	0
chr2R	21015976	21017976	Ppcdc	0.975	0
chr2R	21015976	21017976	FBgn0034658	0.958	0
chr2R	21016443	21018443	FBgn0050293	0.966	0
chr2R	21016443	21018443	CG42497	0.977	0
chr2R	21016443	21018443	Ppcdc	0.975	0
chr2R	21024124	21026124	RIC-3	0.99	0
chr2R	21024124	21026124	CG42497	0.976	0
chr2R	21024124	21026124	Ppcdc	0.973	0
chr2R	21024321	21026321	CG42497	0.976	0
chr2R	21024321	21026321	Ppcdc	0.973	0
chr2R	21024321	21026321	FBgn0034658	0.961	0
chr2R	21024329	21026329	CG42497	0.976	0
chr2R	21024329	21026329	Ppcdc	0.973	0
chr2R	21024329	21026329	FBgn0034658	0.961	0
chr2R	21024665	21026665	RIC-3	0.976	0
chr2R	21024665	21026665	CG42497	0.976	0
chr2R	21024665	21026665	Ppcdc	0.973	0
chr2R	21048783	21050783	FBgn0034485	0.948	0
chr2R	21048783	21050783	FBgn0034583	0.976	0
chr2R	21048783	21050783	FBgn0034658	0.978	0
chr2R	21053527	21055527	shg	0.997	0
chr2R	21053527	21055527	cpa	0.98	0
chr2R	21053527	21055527	mRpL54	0.983	0
chr2R	21053527	21055527	FBgn0034658	0.98	0
chr2R	21054176	21056176	shg	0.981	0
chr2R	21054176	21056176	mRpL54	0.997	0
chr2R	21054176	21056176	FBgn0034658	0.981	0
chr2R	21059748	21061748	FBgn0034485	0.959	0
chr2R	21059748	21061748	CG9344	0.967	0
chr2R	21059748	21061748	FBgn0034658	0.981	0
chr2R	21059748	21061748	FBgn0042098	0.959	0
chr2R	21095739	21097739	FBgn0034583	0.979	0
chr2R	21095739	21097739	CG4302	0.986	0
chr2R	21095739	21097739	FBgn0042098	0.982	0
chr2R	21096295	21098295	FBgn0034583	0.977	0
chr2R	21096295	21098295	CG4302	0.983	0
chr2R	21096295	21098295	FBgn0042098	0.982	0
chr2R	21140528	21142528	LSm1	0.961	0
chr2R	21140528	21142528	FBgn0042098	0.963	0
chr2R	21140528	21142528	GlcT-1	0.974	0
chr2R	21140555	21142555	LSm1	0.961	0
chr2R	21140555	21142555	FBgn0042098	0.963	0
chr2R	21140555	21142555	GlcT-1	0.974	0
chr2R	21140563	21142563	LSm1	0.962	0
chr2R	21140563	21142563	FBgn0042098	0.963	0
chr2R	21140563	21142563	GlcT-1	0.974	0
chr2R	21141246	21143246	FBgn0042098	0.963	0
chr2R	21141246	21143246	GlcT-1	0.974	0
chr2R	21141246	21143246	CG34205	0.944	0
chr2R	21143126	21145126	Magi	0.958	0
chr2R	21143126	21145126	FBgn0042098	0.963	0
chr2R	21143126	21145126	GlcT-1	0.966	0
chr2R	21145599	21147599	FBgn0034592	0.99	0
chr2R	21145599	21147599	FBgn0042098	0.965	0
chr2R	21145599	21147599	GlcT-1	0.964	0
chr2R	21159549	21161549	FBgn0034485	0.961	0
chr2R	21159549	21161549	CG13869	0.96	0
chr2R	21159549	21161549	CG34205	0.96	0
chr2R	21169884	21171884	FBgn0034485	0.974	0
chr2R	21169884	21171884	CG13869	0.974	0
chr2R	21169884	21171884	Lapsyn	0.964	0
chr2R	21170487	21172487	FBgn0034485	0.974	0
chr2R	21170487	21172487	CG13869	0.973	0
chr2R	21170487	21172487	FBgn0043535	0.962	0
chr2R	21182717	21184717	FBgn0034485	0.964	0
chr2R	21182717	21184717	CG9864	0.973	0
chr2R	21182717	21184717	FBgn0043535	0.964	0
chr2R	21190845	21192845	CG9864	0.966	0
chr2R	21190845	21192845	Ate1	0.973	0
chr2R	21190845	21192845	FBgn0043535	0.966	0
chr2R	21190845	21192845	CG34205	0.969	0
chr2R	21190997	21192997	Ate1	0.973	0
chr2R	21190997	21192997	FBgn0043535	0.966	0
chr2R	21190997	21192997	CG34205	0.969	0
chr2R	21191395	21193395	Ate1	0.973	0
chr2R	21191395	21193395	FBgn0043535	0.966	0
chr2R	21191395	21193395	CG34205	0.969	0
chr2R	21192142	21194142	Ate1	0.973	0
chr2R	21192142	21194142	Lapsyn	0.977	0
chr2R	21192142	21194142	CG34205	0.969	0
chr2R	21192468	21194468	Ate1	0.973	0
chr2R	21192468	21194468	Lapsyn	0.987	0
chr2R	21192468	21194468	CG34205	0.969	0
chr2R	21248982	21250982	Cpr57A	0.983	0
chr2R	21248982	21250982	HnRNP-K	0.972	0
chr2R	21248982	21250982	MED16	0.976	0
chr2R	21249867	21251867	Cpr57A	0.983	0
chr2R	21249867	21251867	HnRNP-K	0.972	0
chr2R	21249867	21251867	MED16	0.977	0
chr2R	21282654	21284654	HnRNP-K	0.981	0
chr2R	21282654	21284654	FAM21	0.972	0
chr2R	21282654	21284654	CG34205	0.962	0
chr2R	21291837	21293837	HnRNP-K	0.98	0
chr2R	21291837	21293837	FAM21	0.977	0
chr2R	21291837	21293837	CG34205	0.958	0
chr2R	21292621	21294621	HnRNP-K	0.979	0
chr2R	21292621	21294621	FAM21	0.977	0
chr2R	21292621	21294621	CG33785	0.956	0
chr2R	21292621	21294621	CG34205	0.956	0
chr2R	21294990	21296990	HnRNP-K	0.978	0
chr2R	21294990	21296990	FAM21	0.978	0
chr2R	21294990	21296990	CG30392	0.983	0
chr2R	21311440	21313440	HnRNP-K	0.968	0
chr2R	21311440	21313440	FAM21	0.981	0
chr2R	21311440	21313440	CG33785	0.97	0
chr2R	21311778	21313778	FAM21	0.981	0
chr2R	21311778	21313778	CG33785	0.97	0
chr2R	21311778	21313778	CG33655	0.974	0
chr2R	21362674	21364674	CG33785	0.962	0
chr2R	21362674	21364674	GlcT-1	0.971	0
chr2R	21362674	21364674	MED16	0.961	0
chr2R	21363260	21365260	CG33785	0.963	0
chr2R	21363260	21365260	FBgn0034638	0.975	0
chr2R	21363260	21365260	GlcT-1	0.971	0
chr2R	21363525	21365525	CG33785	0.963	0
chr2R	21363525	21365525	FBgn0034638	0.975	0
chr2R	21363525	21365525	GlcT-1	0.971	0
chr2R	21364055	21366055	CG33785	0.963	0
chr2R	21364055	21366055	FBgn0034638	0.977	0
chr2R	21364055	21366055	GlcT-1	0.974	0
chr2R	21364402	21366402	CG33785	0.963	0
chr2R	21364402	21366402	FBgn0034638	0.977	0
chr2R	21364402	21366402	GlcT-1	0.975	0
chr2R	21364673	21366673	CG33785	0.963	0
chr2R	21364673	21366673	FBgn0034638	0.977	0
chr2R	21364673	21366673	GlcT-1	0.975	0
chr2R	21364769	21366769	CG33785	0.963	0
chr2R	21364769	21366769	FBgn0034638	0.977	0
chr2R	21364769	21366769	GlcT-1	0.975	0
chr2R	21365903	21367903	CG33785	0.961	0
chr2R	21365903	21367903	FBgn0034638	0.976	0
chr2R	21365903	21367903	GlcT-1	0.978	0
chr2R	21366229	21368229	FBgn0034624	0.977	0
chr2R	21366229	21368229	FBgn0034638	0.973	0
chr2R	21366229	21368229	GlcT-1	0.978	0
chr2R	21366857	21368857	CG33785	0.961	0
chr2R	21366857	21368857	FBgn0034638	0.973	0
chr2R	21366857	21368857	GlcT-1	0.978	0
chr2R	21367173	21369173	CG33785	0.96	0
chr2R	21367173	21369173	FBgn0034638	0.974	0
chr2R	21367173	21369173	GlcT-1	0.978	0
chr2R	21368595	21370595	FBgn0034624	0.965	0
chr2R	21368595	21370595	FBgn0034638	0.973	0
chr2R	21368595	21370595	GlcT-1	0.978	0
chr2R	21369039	21371039	CG33785	0.96	0
chr2R	21369039	21371039	FBgn0034638	0.969	0
chr2R	21369039	21371039	GlcT-1	0.978	0
chr2R	21369083	21371083	CG33785	0.96	0
chr2R	21369083	21371083	FBgn0034638	0.969	0
chr2R	21369083	21371083	GlcT-1	0.978	0
chr2R	21384881	21386881	Cpr57A	0.961	0
chr2R	21384881	21386881	CG33785	0.933	0
chr2R	21384881	21386881	GlcT-1	0.981	0
chr2R	21384929	21386929	Cpr57A	0.961	0
chr2R	21384929	21386929	CG33785	0.933	0
chr2R	21384929	21386929	GlcT-1	0.981	0
chr2R	21385169	21387169	Cpr57A	0.961	0
chr2R	21385169	21387169	CG33785	0.933	0
chr2R	21385169	21387169	GlcT-1	0.981	0
chr2R	21474877	21476877	FBgn0034548	0.981	0
chr2R	21474877	21476877	MED16	0.98	0
chr2R	21474877	21476877	qkr58E-1	0.973	0
chr2R	21475482	21477482	FBgn0034548	0.981	0
chr2R	21475482	21477482	MED16	0.98	0
chr2R	21475482	21477482	qkr58E-1	0.973	0
chr2R	21475989	21477989	FBgn0034548	0.98	0
chr2R	21475989	21477989	MED16	0.98	0
chr2R	21475989	21477989	qkr58E-1	0.973	0
chr2R	21476786	21478786	FBgn0034548	0.979	0
chr2R	21476786	21478786	MED16	0.98	0
chr2R	21476786	21478786	qkr58E-1	0.973	0
chr2R	21476850	21478850	FBgn0034548	0.979	0
chr2R	21476850	21478850	MED16	0.98	0
chr2R	21476850	21478850	qkr58E-1	0.973	0
chr2R	21477136	21479136	FBgn0034548	0.979	0
chr2R	21477136	21479136	MED16	0.98	0
chr2R	21477136	21479136	qkr58E-1	0.973	0
chr2R	21479041	21481041	FBgn0034548	0.978	0
chr2R	21479041	21481041	MED16	0.982	0
chr2R	21479041	21481041	qkr58E-1	0.973	0
chr2R	21481492	21483492	Cpr57A	0.975	0
chr2R	21481492	21483492	FBgn0034548	0.978	0
chr2R	21481492	21483492	MED16	0.983	0
chr2R	21500199	21502199	FBgn0034548	0.967	0
chr2R	21500199	21502199	Sara	0.968	0
chr2R	21500199	21502199	MED16	0.981	0
chr2R	21517582	21519582	Cpr57A	0.966	0
chr2R	21517582	21519582	HnRNP-K	0.964	0
chr2R	21517582	21519582	MED16	0.978	0
chr2R	21517947	21519947	Cpr57A	0.966	0
chr2R	21517947	21519947	Egfr	0.991	0
chr2R	21517947	21519947	MED16	0.978	0
chr2R	21518095	21520095	Cpr57A	0.966	0
chr2R	21518095	21520095	Egfr	0.999	0
chr2R	21518095	21520095	MED16	0.978	0
chr2R	21523059	21525059	HnRNP-K	0.974	0
chr2R	21523059	21525059	CG30289	0.997	0
chr2R	21523059	21525059	MED16	0.972	0
chr2R	21523325	21525325	HnRNP-K	0.974	0
chr2R	21523325	21525325	CG30289	0.995	0
chr2R	21523325	21525325	MED16	0.972	0
chr2R	21523701	21525701	HnRNP-K	0.974	0
chr2R	21523701	21525701	FBgn0034554	0.97	0
chr2R	21523701	21525701	MED16	0.972	0
chr2R	21524113	21526113	HnRNP-K	0.974	0
chr2R	21524113	21526113	CG30288	0.982	0
chr2R	21524113	21526113	MED16	0.972	0
chr2R	21544366	21546366	HnRNP-K	0.963	0
chr2R	21544366	21546366	FAM21	0.961	0
chr2R	21544366	21546366	FBgn0034554	0.978	0
chr2R	21544447	21546447	HnRNP-K	0.963	0
chr2R	21544447	21546447	FAM21	0.961	0
chr2R	21544447	21546447	FBgn0034554	0.978	0
chr2R	21548873	21550873	HnRNP-K	0.965	0
chr2R	21548873	21550873	FBgn0034554	0.98	0
chr2R	21548873	21550873	FBgn0260477	0.97	0
chr2R	21549338	21551338	HnRNP-K	0.965	0
chr2R	21549338	21551338	FAM21	0.961	0
chr2R	21549338	21551338	FBgn0034554	0.98	0
chr2R	21551446	21553446	HnRNP-K	0.965	0
chr2R	21551446	21553446	FAM21	0.964	0
chr2R	21551446	21553446	FBgn0034554	0.98	0
chr2R	21551949	21553949	HnRNP-K	0.965	0
chr2R	21551949	21553949	FBgn0034554	0.98	0
chr2R	21551949	21553949	CG42381	0.984	0
chr2R	21552320	21554320	HnRNP-K	0.965	0
chr2R	21552320	21554320	FBgn0034554	0.98	0
chr2R	21552320	21554320	CG42381	0.984	0
chr2R	21616364	21618364	CG33785	0.955	0
chr2R	21616364	21618364	FBgn0034548	0.965	0
chr2R	21616364	21618364	hbn	0.958	0
chr2R	21616639	21618639	CG33785	0.955	0
chr2R	21616639	21618639	FBgn0034548	0.965	0
chr2R	21616639	21618639	hbn	0.958	0
chr2R	21645221	21647221	hbn	0.968	0
chr2R	21645221	21647221	ND-B12	0.964	0
chr2R	21645221	21647221	FBgn0259711	0.971	0
chr2R	21645883	21647883	hbn	0.968	0
chr2R	21645883	21647883	FBgn0050284	0.999	0
chr2R	21645883	21647883	Rae1	0.957	0
chr2R	21645883	21647883	FBgn0034741	0.957	0
chr2R	21646106	21648106	hbn	0.968	0
chr2R	21646106	21648106	FBgn0050284	0.999	0
chr2R	21646106	21648106	NC2alpha	0.962	0
chr2R	21646443	21648443	hbn	0.968	0
chr2R	21646443	21648443	FBgn0050284	0.999	0
chr2R	21646443	21648443	FBgn0034741	0.957	0
chr2R	21657239	21659239	hbn	0.967	0
chr2R	21657239	21659239	FBgn0050284	0.972	0
chr2R	21657239	21659239	FBgn0034741	0.969	0
chr2R	21657558	21659558	hbn	0.966	0
chr2R	21657558	21659558	FBgn0050284	0.974	0
chr2R	21657558	21659558	FBgn0034741	0.969	0
chr2R	21658538	21660538	hbn	0.966	0
chr2R	21658538	21660538	CG10307	0.978	0
chr2R	21658538	21660538	FBgn0034741	0.969	0
chr2R	21658988	21660988	hbn	0.965	0
chr2R	21658988	21660988	FBgn0034741	0.969	0
chr2R	21658988	21660988	bonsai	0.961	0
chr2R	21669373	21671373	ND-B12	0.971	0
chr2R	21669373	21671373	FBgn0259711	0.986	0
chr2R	21669373	21671373	stum	0.993	0
chr2R	21684284	21686284	qkr58E-1	0.966	0
chr2R	21684284	21686284	bonsai	0.964	0
chr2R	21684284	21686284	CG34445	0.966	0
chr2R	21684679	21686679	FBgn0259711	0.969	0
chr2R	21684679	21686679	qkr58E-1	0.966	0
chr2R	21684679	21686679	CG34445	0.966	0
chr2R	21684799	21686799	qkr58E-1	0.966	0
chr2R	21684799	21686799	bonsai	0.964	0
chr2R	21684799	21686799	CG34445	0.966	0
chr2R	21686470	21688470	FBgn0259711	0.966	0
chr2R	21686470	21688470	stum	0.973	0
chr2R	21686470	21688470	qkr58E-1	0.966	0
chr2R	21686470	21688470	CG34445	0.966	0
chr2R	21689526	21691526	qkr58E-1	0.969	0
chr2R	21689526	21691526	bonsai	0.964	0
chr2R	21689526	21691526	CG34445	0.964	0
chr2R	21689663	21691663	qkr58E-1	0.969	0
chr2R	21689663	21691663	bonsai	0.964	0
chr2R	21689663	21691663	CG34445	0.964	0
chr2R	21690100	21692100	qkr58E-1	0.969	0
chr2R	21690100	21692100	bonsai	0.964	0
chr2R	21690100	21692100	CG34445	0.964	0
chr2R	21690892	21692892	qkr58E-1	0.969	0
chr2R	21690892	21692892	qkr58E-2	0.964	0
chr2R	21690892	21692892	bonsai	0.964	0
